State,Year,Property_Burglary_Rates,Property_Larceny_Rates,Property_Motor_Rates,Violent_Assault_Rates,Violent_Murder_Rates,Violent_Rape_Rates,Violent_Robbery_Rates
Connecticut,1988,1218,2810.2,614,236.2,5.4,26.2,187.6
Connecticut,1989,1236,2824.4,697.8,263.6,5.9,27.5,214.8
Connecticut,1990,1227.7,2874.4,730.9,286,5.1,27.9,234.8
Connecticut,1991,1191.1,2837.6,795.7,280.5,5.7,29.2,224.4
Connecticut,1992,1108.6,2726.7,722.3,252.5,5.1,26.9,210.9
Connecticut,1993,978.1,2620.6,595.5,228.7,6.3,24.4,196.7
Connecticut,1994,889.8,2586.9,615.8,236.5,6.6,24.6,187.8
Connecticut,1995,888.4,2668.7,540.2,214.4,4.6,23.7,163.2
Connecticut,1996,842.2,2484.1,489.4,214.6,4.8,23.1,169.6
Connecticut,1997,738.3,2410.4,444.7,211.6,3.8,22.6,152.9
Connecticut,1998,665.9,2366.3,388.1,206.2,4.1,22.2,133.8
Connecticut,1999,588,2111.5,344.2,198.9,3.3,19.9,123.5
Connecticut,2000,512,2011.4,384.6,189.4,2.9,19.9,112.5
Connecticut,2001,499.6,1914.7,360.4,191.1,3.1,18.6,121.8
Connecticut,2002,494.7,1871.7,334.8,171,2.4,21.4,117.6
Connecticut,2003,460.1,1880.4,326.1,172.7,3.2,20,120.8
Connecticut,2004,456.1,1908.3,320.5,144.9,2.9,21.6,119.7
Connecticut,2005,435.5,1840,303,136.9,3,20.3,112.3
Connecticut,2006,444.6,1847.9,293.6,148.7,3.9,19.9,127.3
Connecticut,2007,446.6,1739.9,284.1,155.4,3.2,19.7,122.9
Connecticut,2008,431.5,1805.4,253.9,168,3.8,19.4,115.5
Connecticut,2009,431.2,1705.1,212.1,165.5,3,18.7,113.7
Connecticut,2010,423.6,1577.8,187.4,162.3,3.7,16.6,99.4
Connecticut,2011,431.3,1535.3,186,150.1,3.6,19.2,102.9
Connecticut,2012,409.7,1550.7,179.6,150.6,4.1,25.6,102.7
Connecticut,2013,358.5,1442.6,173,135.4,2.4,26.6,98.2
Connecticut,2014,332.4,1418.1,169.9,125,2.4,21.7,87.8
Connecticut,2015,280,1355.5,176.5,113.1,3.3,21.5,80.5
Connecticut,2016,280.9,1328.5,198.7,128,2.2,21.3,75.6
Connecticut,2017,247.8,1318.5,203.7,123.4,2.8,23.3,78.4
Connecticut,2018,222.5,1251.8,206.7,120.2,2.3,23.5,61.4
Connecticut,2019,180.7,1078.7,167.3,105,2.9,21.6,54.1
Delaware,1960,596.2,1314.6,165.6,32.3,7.4,9.2,35.2
Delaware,1961,591.9,1284.9,163.1,32.1,4.4,5.9,27.1
Delaware,1962,600,1381.4,184.2,28.6,4.3,9.4,29.9
Delaware,1963,707.1,1377.9,203.2,37,5,9,38
Delaware,1964,674.7,1468.6,260.1,56,4.7,8.1,41.3
Delaware,1965,647.9,1398.4,251.3,42.2,5.7,6.5,56.6
Delaware,1966,762.3,1458.8,270.7,50.8,9,9.6,58.6
Delaware,1967,832.1,1500.2,378.4,95.4,8.6,11.5,65.5
Delaware,1968,885,1619.3,420,113.7,8.4,14,105.1
Delaware,1969,877.2,1859.8,470.6,154.8,8,13.7,117.6
Delaware,1970,1056.2,2320.4,559,195.8,7.7,18.6,105.5
Delaware,1971,1390.5,2670.6,584.8,200.7,6.1,18.3,144.1
Delaware,1972,1249.4,2397.2,491.2,234.9,6.9,14.2,130.1
Delaware,1973,1219.4,2526.4,486.8,238,5.9,15.8,90.3
Delaware,1974,1517.8,3459.9,528.8,287.6,10.3,17.3,127.9
Delaware,1975,1826.3,3926.9,523,209.5,7.3,18.1,157.2
Delaware,1976,1542.6,3915.8,484.4,169.1,6.2,17.7,128.7
Delaware,1977,1682.6,3678.4,467,194.2,6,24.9,157
Delaware,1978,1623.7,3792.6,496.9,268.1,6.7,20.4,145.5
Delaware,1979,1527.5,3965.8,495.2,374.4,5.7,27.8,129.4
Delaware,1980,1630.5,4216.2,455.1,306.7,6.9,24.2,137
Delaware,1981,1609.9,4140.3,430.1,332.8,6.7,28.4,141.1
Delaware,1982,1444.9,3968.6,411.6,401.2,5.3,30.9,122.4
Delaware,1983,1223.4,3450.2,339.3,295.9,4.1,37.8,115.3
Delaware,1984,1089.4,3221.4,260.4,266.7,4.1,48.9,116
Delaware,1985,1097.4,3157.2,273.3,256.6,4.8,47.6,124.3
Delaware,1986,1042.3,3090.4,271.9,241.1,4.9,56.9,124.2
Delaware,1987,1020.5,3175.9,311.6,234.6,5.1,68.5,122.5
Delaware,1988,1040.6,3003.6,303.2,253.3,5.2,74.4,118.8
Delaware,1989,902.2,3015.5,391.1,328.1,5.1,84.5,138.8
Delaware,1990,970.5,3290.8,443.9,397.3,5,88.1,164.8
Delaware,1991,1127.6,3652.4,375.1,407.6,5.4,86.5,214.7
Delaware,1992,957.6,2963.6,306.1,379.5,4.6,85.8,151.2
Delaware,1993,892,2979,315.3,417.1,5,77,186.7
Delaware,1994,877.9,2950.1,417.1,400.7,4.7,77.3,161.6
Delaware,1995,905.3,3114.2,414.2,442.5,3.5,80.2,198.7
Delaware,1996,804.1,2988.3,434.2,421.5,4.3,62.6,179.9
Delaware,1997,877.2,3538.8,581,480.9,3,58.5,243.6
Delaware,1998,859.5,3313,428.2,498.3,2.8,67.1,194.2
Delaware,1999,696,3003.7,403.8,463,3.2,70.2,198
Delaware,2000,665.6,2725.9,402.1,449.2,3.2,54.1,177.9
Delaware,2001,645.7,2444.9,348.9,410.4,2.9,52.7,145.1
Delaware,2002,664.4,2302.3,379.3,409.2,3.2,44.4,143.2
Delaware,2003,741.4,2314.1,359.8,451.4,2.6,45.2,176.1
Delaware,2004,683,2323.3,277.3,406.8,3.4,43,161.8
Delaware,2005,690.4,2148,279,429.1,4.4,44.8,155.2
Delaware,2006,742.5,2396,337.9,437.4,4.9,48.9,209.8
Delaware,2007,742.4,2365.3,270.8,457.6,4.5,39.4,203.9
Delaware,2008,776.9,2524.9,292.9,448.1,6.5,42.5,211.5
Delaware,2009,784.4,2354,215.3,406.4,4.6,44.6,189.8
Delaware,2010,839.1,2399.8,215,377,5.7,36.2,204.4
Delaware,2011,838.8,2422.7,170.1,355.8,5.3,33.8,171.6
Delaware,2012,803.7,2380.6,156.6,352,6.2,26.5,162.7
Delaware,2013,662.3,2259.4,143.9,313.7,4.2,41,132.4
Delaware,2014,616.5,2230.1,135.4,306.4,5.8,41.3,135.6
Delaware,2015,504.6,2061.6,124.9,325.7,6.7,36,130.6
Delaware,2016,527.6,2078.7,159.7,327.8,5.9,32.4,142.7
Delaware,2017,412.7,1885.6,142.3,300.5,5.6,34.7,112.5
Delaware,2018,326.5,1845.3,152.6,294.2,5,34.9,89.5
Delaware,2019,304.8,1782.7,164.7,304.7,4.9,31.8,81.1
Columbia,1960,600.4,1296.5,262.2,388.2,10.6,14.5,140.3
Columbia,1961,641.7,1273.9,321.9,386.8,11.5,13.1,176.4
Columbia,1962,640.6,1257,329.2,383.3,11.6,10.5,200.5
Columbia,1963,875.2,1302.6,434.2,357.3,11.9,10.9,213.9
Columbia,1964,1102.7,1351.5,667.3,322.4,16.3,11.9,282.1
Columbia,1965,1231.1,1566.1,699.8,328.1,18.4,17.4,358.8
Columbia,1966,1299.3,1945.4,812.5,393.2,17.5,16.6,458.3
Columbia,1967,1817.3,2648.3,1051.5,388.5,22,21.3,711.9
Columbia,1968,2218.8,2740.3,1403.5,383.6,24.1,32.1,1065.8
Columbia,1969,2869.9,3998.7,1402.3,452.3,36,97.2,1549.6
Columbia,1970,2873.7,4314.3,1468.6,540.5,29.2,95.2,1561.9
Columbia,1971,2539.5,3627.8,1178.4,536,37.1,83,1514.4
Columbia,1972,1711.4,3690.2,778.2,521,32.8,95.5,1036.2
Columbia,1973,1581.9,4126.1,631.8,481.4,35.9,79.9,961.3
Columbia,1974,1953.8,3458.4,542.7,388.8,38.3,77.6,1098.3
Columbia,1975,1838.5,3616.2,474.4,392.7,32.8,72.6,1276.1
Columbia,1976,1690.7,3490.9,420.5,378.8,26.8,72.4,1003.4
Columbia,1977,1679.7,3716.8,397.4,375.9,27.8,58.3,964.5
Columbia,1978,1854.2,3819.6,473.9,377.7,28,66.3,939.6
Columbia,1979,2050.6,4393.1,549.7,451.8,27.4,74.5,1054.9
Columbia,1980,2559.7,4890.8,561.7,509.4,31.5,69.1,1400.6
Columbia,1981,2646.5,5164.3,592,539.6,35.1,65.1,1635.1
Columbia,1982,2341.4,5298.7,647.5,577.7,30.7,66.7,1448
Columbia,1983,2003.7,4719.9,634.8,585.2,29.4,65.2,1235.6
Columbia,1984,1758.3,4409.5,702.1,657.6,28.1,58.7,977
Columbia,1985,1598.2,3973.5,802.7,712,23.5,53.8,835.5
Columbia,1986,1727.6,4131.2,975.2,667.9,31,52.4,754
Columbia,1987,1807.7,4021.2,1012.4,817.4,36.2,39.4,717.4
Columbia,1988,1983.9,4616.8,1392.4,917.7,59.5,26.6,917.7
Columbia,1989,1950.3,4828.5,1372.7,956.1,71.9,30.8,1083.1
Columbia,1990,1983,4996.9,1336.1,1117,77.8,49.9,1213.5
Columbia,1991,2074.4,4879.9,1360.4,1121.4,80.6,35.8,1215.6
Columbia,1992,1820.2,5205.9,1548,1454.7,75.2,36.5,1266.4
Columbia,1993,1995.5,5449,1394.8,1557.6,78.5,56.1,1229.6
Columbia,1994,1760.9,5212.5,1449.3,1441.8,70,43.7,1107.2
Columbia,1995,1838.4,5833.8,1839.9,1304.7,65,52.7,1239
Columbia,1996,1809.9,5779.9,1837,1162.1,73.1,47.9,1186.7
Columbia,1997,1316.3,5067.9,1430.8,1075.2,56.9,41.2,850.9
Columbia,1998,1216.3,4657.7,1243,943,49.7,36.3,689.5
Columbia,1999,976.3,4181.3,1281.7,889.2,46.4,47.8,644.3
Columbia,2000,829.5,3785.4,1153.7,801,41.8,43.9,621.3
Columbia,2001,862.5,3888.5,1388.9,871.9,40.3,31.5,658.7
Columbia,2002,908.4,3814.1,1686.5,871.8,46.4,46,673.6
Columbia,2003,837.7,3249.3,1776.5,824.4,44.7,49.1,706.8
Columbia,2004,712,2623.8,1517,715.9,35.7,40.1,577.7
Columbia,2005,614.6,2549,1326,682.2,33.5,28.5,635.7
Columbia,2006,659.5,2735.5,1258.9,789.1,29.1,31.8,658.4
Columbia,2007,667.4,2956,1292.9,626.7,30.8,32.6,725
Columbia,2008,640,3372.2,1092.4,626.4,31.4,31.4,748.5
Columbia,2009,616.4,3213,922.5,565.3,24.2,25,734.4
Columbia,2010,699.8,3225.9,835.7,559.1,21.8,30.9,715
Columbia,2011,622,3448.5,720,494,17.4,27.9,661.4
Columbia,2012,556.5,3725.3,579,554.1,13.9,37.3,638.3
Columbia,2013,513,3795,500.3,592.5,15.9,61.1,630.8
Columbia,2014,526,4082.3,574.1,626.1,15.9,71.6,530.7
Columbia,2015,442,3748.7,485.5,614.8,24.1,73.5,556.7
Columbia,2016,346.6,4019.8,436.5,596.5,20.4,78.1,510.9
Columbia,2017,260.7,3650.4,372.8,546.3,16.7,64,378
Columbia,2018,254.5,3750.1,369.1,565.3,22.8,64.1,343.8
Columbia,2019,261.1,3775.4,330.6,592.1,23.5,48.9,384.4
Florida,1960,807.1,1486.5,187.6,123.7,10.6,8.1,80.9
Florida,1961,720.5,1353,169.7,129.4,9.1,7.6,71.7
Florida,1962,743.3,1433.7,168.3,115.3,7.7,5.8,63.3
Florida,1963,824.6,1575.3,171.2,128.7,8.2,7,71.1
Florida,1964,963.3,1898.5,206.4,184.1,8.6,10.3,86.9
Florida,1965,957,1855.9,207.8,188.6,8.9,13.3,88.6
Florida,1966,1057.7,2077.5,243.3,213,10.3,14.7,99.9
Florida,1967,1220.8,2206.8,285.7,233.6,10.5,15.2,130.9
Florida,1968,1327,2398.5,319.9,263.3,11.9,18.1,159.9
Florida,1969,1358.3,2538.4,382.9,267.5,11.3,21.2,162.8
Florida,1970,1561.8,2860.6,396.6,277.2,12.7,22.2,186.1
Florida,1971,1678.4,3054.1,392.7,319.7,13.3,24.3,190.6
Florida,1972,1605.1,2851.1,366.1,326,12.7,26.4,189.4
Florida,1973,1857.2,3048.6,449.9,335,15.4,31.9,222.3
Florida,1974,2287.3,3939.5,482.9,351.8,14.7,36,275.2
Florida,1975,2349.6,4240.4,442.6,399.6,13.5,35.7,239.7
Florida,1976,1954.7,4074,339.7,415,10.7,36.3,186.4
Florida,1977,1859.9,3840.5,351.4,449.1,10.2,39.6,187.9
Florida,1978,1978.8,3936.5,388.6,502.5,11,46.1,206
Florida,1979,2154.4,4267.5,432.3,520.6,12.2,51.6,249.4
Florida,1980,2506.8,4434.2,477.5,556.6,14.5,56.9,355.5
Florida,1981,2375.9,4241.8,449.7,545,15,56.1,348.9
Florida,1982,2034.7,4103.9,429.8,532,13.5,53.6,297.6
Florida,1983,1796.8,3752.8,404.8,503.7,11.2,48.4,263.4
Florida,1984,1808,3718.6,426.7,529.6,11.5,50.7,276.2
Florida,1985,2009.5,4098.1,525.5,564.5,11.4,52.8,312.4
Florida,1986,2221.3,4372.6,598.1,605.3,11.7,52.7,366.8
Florida,1987,2256.9,4545.2,676.7,606.3,11.4,50.2,356.6
Florida,1988,2294.3,4760.6,765.1,653.3,11.4,49.7,403.3
Florida,1989,2282.8,4606.6,805.7,644.6,11.1,49.7,404
Florida,1990,2170.6,4569.6,826.3,764.4,10.7,52.4,416.8
Florida,1991,2005.8,4573.5,783.6,723.4,9.4,51.7,399.8
Florida,1992,1888.8,4434.3,828,777.2,9,54.2,366.9
Florida,1993,1835.4,4413.9,895.7,785.7,8.9,53.8,357.6
Florida,1994,1701,4490.6,911.5,757.4,8.3,52.3,328.8
Florida,1995,1522.4,4322.4,785.8,715.1,7.3,48.6,299.9
Florida,1996,1521.2,4204.5,720.6,702.2,7.5,52.1,289.2
Florida,1997,1459.8,4056.9,731.5,688.7,6.9,51.9,276.1
Florida,1998,1361.7,3886.8,698.9,639.9,6.5,49.6,242.7
Florida,1999,1200.3,3534.5,616.7,590.5,5.7,46.3,211.6
Florida,2000,1081.8,3242.9,558,563.2,5.6,44.2,199
Florida,2001,1075.2,3154.8,549.2,551.7,5.3,40.6,200.7
Florida,2002,1061.9,3064.3,530.3,530.1,5.5,40.5,195.2
Florida,2003,1003.8,2973.6,479.8,500.6,5.4,39.6,185.4
Florida,2004,956.7,2775.2,450.5,495.8,5.4,38,172.5
Florida,2005,927.4,2662,424,497.2,5,37.1,169.6
Florida,2006,944.6,2619,422.6,485.6,6.2,35.8,188.8
Florida,2007,996.3,2689,403.4,473.2,6.6,33.7,209.1
Florida,2008,1028.3,2765.7,346.5,452,6.4,32.6,197.9
Florida,2009,981.1,2588.6,271.1,410.6,5.5,29.7,166.7
Florida,2010,897.7,2433.6,220.1,369,5.2,28.5,138.5
Florida,2011,891.8,2418,207.6,347.5,5.2,27.6,134.3
Florida,2012,794.9,2288.6,193.2,330.9,5.2,27.2,123.7
Florida,2013,710.5,2216.3,178.6,312.3,5,34.6,118.7
Florida,2014,719.9,2481.5,214,366.4,5.8,43,125.2
Florida,2015,539,2073.6,200.6,315.2,5.1,37.3,104.3
Florida,2016,486.7,1990.8,209.3,290.2,5.4,36.9,97.9
Florida,2017,423.4,1884.5,204.5,276.5,5,37.8,88.6
Florida,2018,337.7,1750.8,193.3,260.8,5.2,39.6,79.3
Florida,2019,295.2,1668.7,181.8,258.3,5.2,39.4,75.5
Georgia,1960,392.1,709.6,147.4,114.8,11.9,7.5,24.7
Georgia,1961,437.4,746.1,157,109.4,10,9.5,28.3
Georgia,1962,460.3,742.3,191.5,98.5,10.3,10.7,31.7
Georgia,1963,468.6,841.6,207.7,116.5,9.4,9.6,34.1
Georgia,1964,528.8,883.9,231.7,135.3,11.7,12.3,33.7
Georgia,1965,487.4,882,193.5,147,11.3,13.4,29.8
Georgia,1966,551.2,943.5,181.7,142.6,11.3,14.6,34.9
Georgia,1967,591.4,973.6,199.9,128.5,11.1,12.4,37.3
Georgia,1968,660.8,1043.1,236.4,141,13.9,13.5,47.5
Georgia,1969,701.5,1182.9,273,150.7,11.9,17.1,62.4
Georgia,1970,899.9,1368.6,308.6,177.3,15.3,16.1,95.8
Georgia,1971,1050.7,1354.5,301.8,199.2,16,21.5,104.2
Georgia,1972,1081.7,1285.8,306.7,204,18.5,20.8,134.3
Georgia,1973,1268.8,1390.7,358.4,211.1,17.4,25.8,158.1
Georgia,1974,1462.4,1660.8,347.1,220.8,17.8,27.1,176.5
Georgia,1975,1580.7,2248.5,337.7,252.6,14.4,25.4,166.5
Georgia,1976,1448.4,2618.3,319.7,241.9,13.9,24.9,142.4
Georgia,1977,1351.1,2170.2,297.9,256.5,11.7,31.1,140.5
Georgia,1978,1475.6,2456.3,356.5,264.2,14.4,37.9,166.3
Georgia,1979,1594,2847.9,416.3,284.5,17.1,43.3,213.7
Georgia,1980,1699.2,2976.6,372.4,299.7,13.8,44.3,197.6
Georgia,1981,1672.1,3073.6,334.6,292.1,17.2,42.4,196.4
Georgia,1982,1497.9,2926.9,311.7,271.2,12.6,39.8,154.6
Georgia,1983,1266.8,2501.7,280,268.8,8.4,35.3,144.2
Georgia,1984,1204.6,2522.7,292.3,284.7,9.4,40.4,144.1
Georgia,1985,1356.6,2877.3,369,289.4,10.4,43.3,164.2
Georgia,1986,1453.1,2984.5,430.3,318.6,11.2,43.9,213.9
Georgia,1987,1552.1,3171,492.4,312.4,11.8,43.1,209.2
Georgia,1988,1610.8,3495.8,554.6,363.7,11.7,46.4,243.6
Georgia,1989,1712.5,3971.1,653.7,403,12.7,48.9,271.1
Georgia,1990,1619.4,3714.3,673.6,427.4,11.8,53.6,263.5
Georgia,1991,1514.7,3629.2,611.3,415,12.8,42.3,268.2
Georgia,1992,1442.8,3653.1,576.4,427.1,11,45.3,249.8
Georgia,1993,1307.3,3568.7,593.8,428.3,11.4,35.4,248
Georgia,1994,1153.9,3631.6,557.2,400.4,10,34.7,222.6
Georgia,1995,1059.9,3678.3,608.4,407.1,9.5,35.3,205.2
Georgia,1996,1114.8,3927.7,628.5,392.8,8.6,32.1,205.4
Georgia,1997,1086.3,3503.4,595.4,361.3,7.5,31.1,206.7
Georgia,1998,990.8,3342.8,556.6,347,8.1,30.4,187.2
Georgia,1999,917.1,3182.2,515.1,330.3,7.5,29.8,166.4
Georgia,2000,836.6,2937,472.8,310.9,8,24,161.9
Georgia,2001,854.2,2837.2,447.2,291.4,7.1,25.9,171.3
Georgia,2002,865.3,2745.7,445.2,270.7,7.1,24.7,157.2
Georgia,2003,910.5,2849,500.1,259.3,7.6,25.7,161.9
Georgia,2004,930.6,2796.8,496,264.2,6.9,26.8,153.1
Georgia,2005,924.9,2733,487,262.5,6.2,23.5,153.7
Georgia,2006,909.2,2503.7,460.6,282.7,6.5,23.2,165.6
Georgia,2007,946,2498.1,445.5,279.8,7.5,23,181.2
Georgia,2008,1038.3,2557.5,409.3,274.3,6.6,24.1,183.9
Georgia,2009,1003.2,2332,337.4,249.8,5.8,23.6,148.9
Georgia,2010,998.2,2328.6,312.4,247.5,5.7,21.7,127.4
Georgia,2011,978.5,2359.7,302.5,223,5.6,21.1,125
Georgia,2012,874.9,2248,287.7,226,5.9,21.4,125.6
Georgia,2013,823.2,2254.9,268.5,209.3,5.6,25.8,125
Georgia,2014,756.9,2258.4,266,218.4,5.7,30.2,123
Georgia,2015,649.8,2113.3,259.2,220.8,6,31.6,119.9
Georgia,2016,614.4,2130.1,259.9,238.5,6.6,34,118.4
Georgia,2017,530.9,2077.4,251.8,228.1,6.7,26.1,96.3
Georgia,2018,431.3,1907,235.4,216.6,6.1,25.2,78.7
Georgia,2019,372.1,1779.8,223.9,232,6.2,27.5,75
Hawaii,1960,525.9,1480.6,269.9,5.2,2.4,3.3,10.9
Hawaii,1961,595,1597.9,304.9,7.8,2.3,3.8,10.7
Hawaii,1962,647.2,1543,319.3,14.3,2.9,2.5,17.3
Hawaii,1963,712.4,1557.9,241.2,15.1,1.7,2.6,11.5
Hawaii,1964,838.8,1612.1,257.2,63.8,2.1,2.6,13.6
Hawaii,1965,980.9,1839.4,363,46.3,3.2,0.8,18.7
Hawaii,1966,1129.7,1971,319.2,53.9,2.9,4.9,21.6
Hawaii,1967,1152.4,2082.8,404.2,52.8,2.4,5,19.8
Hawaii,1968,1363.8,2483.7,505.8,52.4,2.8,7.2,22.6
Hawaii,1969,1304.8,2606,535.9,35,3.4,12.2,35.5
Hawaii,1970,1456.1,3106.1,581.1,43.1,3.6,11.8,63.3
Hawaii,1971,1437.1,3222.4,567.3,116.1,5.3,17.5,93
Hawaii,1972,1335.6,2723,398.4,72.1,6.8,21.3,55.4
Hawaii,1973,1535.5,2830.8,436.9,46.5,5.3,20.2,83.7
Hawaii,1974,1784.8,3492.8,586.1,52.1,8.3,26.1,121.6
Hawaii,1975,1826.8,3457.7,523.7,58.3,7.7,24.7,127.6
Hawaii,1976,1881.6,3669,542.1,66.5,6.2,23.6,133
Hawaii,1977,1911.5,3920.4,489.4,64.1,7.2,25.5,128
Hawaii,1978,1937.7,4357.5,570.8,64,6.7,25.9,173.6
Hawaii,1979,1807.4,4435,715.4,65.7,7.2,32.3,184.5
Hawaii,1980,1847.5,4723.2,612.1,65.8,8.7,34.7,190.2
Hawaii,1981,1708.5,4157.2,430.1,59.7,4.8,34.7,148.4
Hawaii,1982,1657.6,4250.3,420.6,61.3,3.1,34.4,156.9
Hawaii,1983,1332.9,3804.5,420,87.1,5.6,29.4,130
Hawaii,1984,1213.6,3689,349.9,82.5,3.3,30.2,115.9
Hawaii,1985,1154.1,3544.3,282.7,86.5,4.1,29.4,99.4
Hawaii,1986,1338.8,3759.1,328.2,103.1,4.8,31,106.3
Hawaii,1987,1155.6,4033.1,366,124.2,4.8,36.3,98
Hawaii,1988,1255.8,4112.2,364,136.5,4,32.5,84.1
Hawaii,1989,1343.4,4260.3,396.6,137.6,4.8,44.6,83.2
Hawaii,1990,1228.2,4217.1,380.5,153,4,32.5,91.4
Hawaii,1991,1234.4,4158.1,336,117.9,4,33,86.9
Hawaii,1992,1121.2,4357.2,375.1,117.7,3.6,37.9,99.2
Hawaii,1993,1135.7,4429.4,450.8,120.1,3.8,33.6,103.6
Hawaii,1994,1189.9,4687,541.4,123.9,4.2,30.4,103.6
Hawaii,1995,1165.3,5046.9,690.7,131.8,4.7,28.3,130.8
Hawaii,1996,1079.5,4620,604.5,114,3.4,27.5,135.6
Hawaii,1997,1073.4,4126.7,544.9,124.5,4,31.3,118.2
Hawaii,1998,936.2,3681,468.9,112.7,2,29.5,102.7
Hawaii,1999,794.7,3412.7,393.1,113.3,3.7,29.9,88.1
Hawaii,2000,880.3,3570.2,504.6,119.7,2.9,28.6,92.7
Hawaii,2001,909.7,3661.3,549.5,125,2.6,33.3,93.1
Hawaii,2002,1025.4,3977.2,798.8,133.5,1.9,30,97.5
Hawaii,2003,913.6,3588.1,772.8,147.6,1.8,29.4,93.5
Hawaii,2004,857.8,3254.7,683,150.8,2.6,26.4,74.8
Hawaii,2005,769,3313,717,148,1.9,26.9,78.6
Hawaii,2006,678.6,2939.3,602,162.6,1.6,27.5,89
Hawaii,2007,708.2,2921.5,489.6,157.5,1.9,29.4,87.4
Hawaii,2008,730,2439.4,397.1,158.1,2,28.2,84.2
Hawaii,2009,713.7,2580,375,163.1,1.8,29.7,79.5
Hawaii,2010,638.6,2323.7,387.3,156.7,1.8,27.7,78.1
Hawaii,2011,592.5,2266.8,324.3,152.2,1.5,25.6,72.1
Hawaii,2012,573.1,2243.2,258.9,141.9,2.1,20.5,74.7
Hawaii,2013,536.5,2254.8,262.4,142.2,1.5,27.4,80.6
Hawaii,2014,547.9,2228.9,273.3,148.1,1.8,31.3,78
Hawaii,2015,458,2934.5,403.7,168.9,1.3,39.2,84
Hawaii,2016,421.2,2175.8,395.8,193.8,2.5,43.3,69.6
Hawaii,2017,388.7,2071.7,369.1,132.7,2.7,39.7,75.4
Hawaii,2018,396.4,2076.2,397.7,135.5,2.5,44,66.6
Hawaii,2019,377.2,2093,371.1,148.2,3.4,54,79.9
Idaho,1960,301.4,1331.4,100,14.8,2.4,7.2,13.8
Idaho,1961,322.1,1394.7,113,14.6,2,6.4,9.4
Idaho,1962,352.1,1423.9,118.9,17.9,3,3.6,9
Idaho,1963,337.3,1394,98.2,30.6,2.5,5.5,12.2
Idaho,1964,330.2,1445.1,96.8,57.4,4,5.9,10.3
Idaho,1965,358.8,1450.1,102.3,53.6,2,5.5,10.1
Idaho,1966,389.9,1451.9,103.2,46.1,3,9.5,7.8
Idaho,1967,405.9,1318.6,112.9,44.5,4.3,8.7,10.9
Idaho,1968,470.6,1459.1,118.2,51.1,2.3,8.4,11.8
Idaho,1969,590,1894.6,131.5,83.6,1.9,10,16.7
Idaho,1970,673.6,2213.7,144.2,85.8,4.6,12.3,20.5
Idaho,1971,741.8,2473.9,166.5,89.2,3.3,10.5,22.3
Idaho,1972,754.6,2338.4,183.9,103.4,3.8,15.6,20.6
Idaho,1973,848.8,2237.8,207,120.5,2.6,14.2,26.9
Idaho,1974,1001.8,2683.5,214,123.8,5.6,16,37.9
Idaho,1975,1063,2651.3,223,140.4,5.2,16.1,42
Idaho,1976,1036.7,2776.9,230.2,162.8,5.3,18.7,40
Idaho,1977,1050.8,2599.6,237.6,172.5,5.5,19.4,39.6
Idaho,1978,1038.4,2496.2,243.7,171.9,5.4,19.2,40
Idaho,1979,1075,2605.2,271.8,219.4,5.4,20.6,43.3
Idaho,1980,1238.9,2993,236.9,241.1,3.1,22.4,46.8
Idaho,1981,1173.6,2859.5,214.3,220.4,4.5,20.6,37.7
Idaho,1982,1031.9,2617.2,174.9,209.8,2.5,16.6,30.3
Idaho,1983,930.8,2525.7,170.6,189.6,3.5,18.3,27.3
Idaho,1984,874.2,2411.4,150.7,188.8,3.4,18.7,24.4
Idaho,1985,887.3,2604,182,186.8,2.2,19.1,26.8
Idaho,1986,1003.5,2799.7,181.3,178,3.2,20,21.3
Idaho,1987,976.8,2797.9,167.4,169.3,3.1,17.5,24.2
Idaho,1988,870,2692,176.3,193,3.6,17.9,20.2
Idaho,1989,872.1,2645.5,158.8,213.8,2.6,23.3,15
Idaho,1990,813.2,2802.7,165.5,230.7,2.7,27.3,15
Idaho,1991,826,2901.2,178.3,238.9,1.8,28.9,20.7
Idaho,1992,743.6,2813.8,157.4,224.7,3.5,31.8,21.5
Idaho,1993,668.8,2711.1,183.4,226.7,2.9,35.3,16.9
Idaho,1994,719.1,2877.1,195.1,235.9,3.5,27.9,18.4
Idaho,1995,779.8,3057.6,242,265.5,4.1,28.4,24
Idaho,1996,709.1,2848.8,187.5,217,3.6,26.3,20.3
Idaho,1997,758.3,2709.4,200.7,205,3.2,28.9,19.6
Idaho,1998,693.1,2553.7,185.7,226.4,2.9,31.4,21.5
Idaho,1999,610.4,2143,151.6,191.8,2,33.3,17.8
Idaho,2000,566.5,2206,161.2,204.3,1.2,29.7,17.2
Idaho,2001,568.5,2141.9,180.9,190.1,2.3,32.2,18.6
Idaho,2002,554,2163.6,195.6,197,2.7,37,17.9
Idaho,2003,573.3,2162.3,193.6,187,1.9,39.1,17.9
Idaho,2004,549.8,2034.8,196.3,185.4,2.2,42.6,17.3
Idaho,2005,564.3,1931,202,195.3,2.4,40.4,18.6
Idaho,2006,514.5,1715.3,166.1,185.9,2.4,41.7,20
Idaho,2007,475.6,1649.1,151.1,196.2,3.3,40.5,16.2
Idaho,2008,442.8,1544.3,108.9,186.3,1.5,38,15.7
Idaho,2009,432.3,1492.2,95.2,191,1.6,37.2,16.4
Idaho,2010,414.5,1501.7,84.6,171.6,1.4,33.9,13.6
Idaho,2011,436.6,1555.1,84,160.1,2.2,28,11.9
